UsuarioID,Calle,Ciudad,Departamento,Provincia,Distrito,Estado,CodigoPostal,Pais
988,Av. San Ferando del Valle de Catamarca N° 7385,Rawson,San Luis,San Luis,Flores,San Luis,34007907,Argentina
989,Camino 5 N° 923,San Miguel de Tucumán,Misiones,Misiones,Flores,Misiones,47007467,Argentina
990,Avenida Santa Fe N° 16,Río Gallegos,San Juan,San Juan,Flores,San Juan,53007856,Argentina
991,Diagonal Santiago del Estero N° 217,San Ferando del Valle de Catamarca,Catamarca,Catamarca,Flores,Catamarca,94003445,Argentina
992,Av. San Miguel de Tucumán N° 144,Ushuaia,Tucumán,Tucumán,Belgrano,Tucumán,54003025,Argentina
993,Av. 175 B N° 444,Paraná,Jujuy,Jujuy,Flores,Jujuy,34009054,Argentina
994,Diagonal San Luis N° 846,Santiago del Estero,Buenos Aires,Buenos Aires,Villa Crespo,Buenos Aires,36004314,Argentina
995,Camino La Rioja N° 808,Mendoza,Misiones,Misiones,Retiro,Misiones,10042845,Argentina
996,Diag. G. Brown N° 3247,Merlo,Santa Cruz,Santa Cruz,San Telmo,Santa Cruz,58816731,Argentina
997,Avenida San Salvador de Jujuy N° 252,San Juan,Santa Fe,Santa Fe,Palermo,Santa Fe,54007628,Argentina
998,Diagonal J.M. de Rosas N° 89,Ushuaia,Neuquén,Neuquén,San Telmo,Neuquén,33003753,Argentina
999,Avenida Catamarca N° 1715,Formosa,Chaco,Chaco,Boedo,Chaco,85006068,Argentina
1000,Avenida Omar Nuñez N° 4244,Resistencia,San Juan,San Juan,Palermo,San Juan,94103621,Argentina
